"sku","went_on_backorder"
3724507,"No"
2989714,"No"
3201654,"No"
2210052,"No"
2090786,"No"
2968838,"No"
4895459,"No"
3344535,"No"
3539658,"No"
3477357,"No"
3682988,"No"
3948162,"No"
3307066,"No"
3390790,"No"
3004347,"No"
3548414,"No"
4763663,"No"
4855350,"No"
3497971,"No"
3733843,"No"
3937871,"No"
3034089,"No"
3868183,"No"
3236775,"No"
2911074,"No"
3346698,"No"
3332841,"No"
3777972,"No"
2881210,"No"
4948586,"No"
2897249,"No"
4820840,"No"
4968619,"No"
3484865,"No"
3708554,"No"
3096130,"No"
3878329,"No"
2803217,"No"
3233623,"No"
2173467,"No"
3786204,"No"
4902445,"No"
2077197,"No"
3624308,"No"
3227245,"No"
3414444,"No"
3694502,"No"
2911675,"No"
3927026,"No"
2267546,"No"
4926246,"No"
3938334,"No"
3430487,"No"
2111027,"No"
3388290,"No"
3299952,"No"
3909316,"No"
3777723,"No"
2289241,"No"
3951843,"No"
3223123,"No"
3306732,"No"
3343870,"No"
2287934,"No"
3282869,"No"
4001923,"No"
3662498,"No"
3838073,"No"
3893226,"No"
3703820,"No"
3830226,"No"
3831182,"No"
3868598,"No"
3433039,"No"
3386472,"No"
3247473,"No"
3313841,"No"
3075186,"No"
3121015,"No"
3547953,"No"
3365422,"No"
4764109,"No"
3159727,"No"
3991316,"No"
2117794,"No"
3497656,"No"
3564087,"No"
4811854,"No"
3476229,"No"
2289902,"No"
3439137,"No"
3633125,"No"
3328517,"No"
3584330,"No"
3714925,"No"
2266172,"No"
3883608,"No"
3195172,"No"
3274284,"No"
3577983,"No"
2871828,"No"
4903364,"No"
3976649,"No"
4859564,"No"
2197311,"No"
3792064,"No"
3534742,"No"
2130820,"No"
3011982,"No"
3669868,"No"
2232085,"No"
4967590,"No"
4788443,"No"
4772839,"No"
3469031,"No"
3265564,"No"
3331606,"No"
3826964,"No"
3201460,"No"
3109533,"No"
2874470,"No"
2863321,"No"
3895020,"No"
3087907,"No"
2846851,"No"
3962086,"No"
3582303,"No"
2197868,"No"
4902975,"No"
3260596,"No"
3257764,"No"
3393035,"No"
3443414,"No"
3964092,"No"
3641182,"No"
3317659,"No"
4889540,"No"
4750002,"No"
2093308,"No"
3526932,"No"
2253797,"No"
3446247,"No"
3068671,"No"
3454649,"No"
3139122,"No"
3532460,"No"
2811836,"No"
3709075,"No"
4886701,"No"
4852170,"No"
3823194,"No"
3983007,"No"
3596867,"No"
3834143,"No"
2292259,"No"
3574841,"No"
3195600,"No"
4831727,"No"
3838367,"No"
2127534,"No"
3178511,"No"
2857552,"No"
3152080,"No"
2929722,"No"
3986311,"No"
2814063,"No"
4752027,"No"
2825851,"No"
3014172,"No"
3141827,"No"
3942866,"No"
3191651,"No"
2884129,"No"
4836011,"No"
4801165,"No"
3333726,"No"
3331065,"No"
3000931,"No"
3638199,"No"
3391499,"No"
4916384,"No"
3568446,"No"
3536154,"No"
4806728,"No"
3977449,"No"
3616096,"No"
4977555,"No"
2958952,"No"
2802311,"No"
3554014,"No"
2304635,"No"
2987190,"No"
3278965,"No"
4873281,"No"
3427068,"No"
3359305,"No"
3292061,"No"
3049324,"No"
3060011,"No"
3707285,"No"
3510729,"No"
3143634,"No"
3827443,"No"
3935105,"No"
2917912,"No"
4892894,"No"
3392475,"No"
4881294,"No"
2113975,"No"
2831507,"No"
3937030,"No"
3373894,"No"
3766421,"No"
3107586,"No"
3851229,"No"
2968062,"No"
2869491,"No"
3798932,"No"
2811777,"No"
3782341,"No"
4982718,"No"
3073996,"No"
3901512,"No"
2182376,"No"
3766751,"No"
3899812,"No"
3327987,"No"
3794852,"No"
2155337,"No"
3447705,"No"
4906824,"No"
4975055,"No"
2131978,"No"
2892751,"No"
3752648,"No"
2863575,"No"
3402235,"No"
2951759,"No"
4816543,"No"
3790456,"No"
3556622,"No"
3128947,"No"
4856754,"No"
4823413,"No"
2879703,"No"
3005409,"No"
3055538,"No"
2902822,"No"
3741502,"No"
3364670,"No"
3568114,"No"
3571062,"No"
2100164,"No"
3491237,"No"
4782064,"No"
3516601,"No"
3117386,"No"
4936986,"No"
3194475,"No"
2194818,"No"
3653831,"No"
2845558,"No"
3786073,"No"
3300974,"No"
3890603,"No"
3551214,"No"
3954965,"No"
3428514,"No"
3148894,"No"
3097103,"No"
3691118,"No"
2127302,"No"
3073540,"No"
3099587,"No"
2272056,"No"
3153996,"No"
3437635,"No"
3420485,"No"
2235815,"No"
3061502,"No"
2855876,"No"
2205243,"No"
3293794,"No"
3808544,"No"
3962827,"No"
4809940,"No"
3370593,"No"
3144073,"No"
2269079,"No"
3855388,"No"
2241860,"No"
3844173,"No"
4964511,"No"
3428161,"No"
3734685,"No"
3302805,"No"
4971238,"No"
3646544,"No"
4934707,"No"
2836606,"No"
3442308,"No"
3549312,"No"
3601026,"No"
3125473,"No"
3815296,"No"
3192192,"No"
3495272,"No"
3633126,"No"
3302389,"No"
2805179,"No"
2262377,"No"
3204776,"No"
2174988,"No"
4822072,"No"
3834754,"No"
4919471,"No"
3714619,"No"
4874511,"No"
3600486,"No"
4951418,"No"
3056575,"No"
2984122,"No"
2881389,"No"
2948665,"No"
3202475,"No"
2212278,"No"
3485850,"No"
3508575,"No"
3864684,"No"
3232965,"No"
3461372,"No"
2089093,"No"
3972028,"No"
2873417,"No"
3672124,"No"
4938725,"No"
2280625,"No"
3787856,"No"
2886640,"No"
3537176,"No"
4816353,"No"
2843494,"No"
3223808,"No"
3826219,"No"
2275540,"No"
3450621,"No"
3647807,"No"
3991724,"No"
4753849,"No"
4749897,"No"
2902748,"No"
3743351,"No"
3201463,"No"
4920703,"No"
3772862,"No"
4895908,"No"
4910140,"No"
2947192,"No"
3698405,"No"
4817608,"No"
2129683,"No"
3853075,"No"
2206128,"No"
3084658,"No"
4876997,"No"
4918037,"No"
4797245,"No"
3150250,"No"
4843650,"No"
4984535,"No"
3915864,"No"
2814736,"No"
2998634,"No"
4845758,"No"
4777138,"No"
3021453,"No"
2273853,"No"
2214070,"No"
3121921,"No"
3322408,"No"
2876449,"No"
3270845,"No"
3993655,"No"
3866194,"No"
3722355,"No"
2146043,"No"
3863682,"No"
3285648,"No"
3086081,"No"
2862372,"No"
3826151,"No"
2210101,"No"
3131321,"No"
3686298,"No"
2267841,"No"
4954243,"No"
3477151,"No"
2886793,"No"
3951215,"No"
2979349,"No"
2938495,"No"
2974718,"No"
2147956,"No"
3103390,"No"
2115880,"No"
3836269,"No"
2117156,"No"
2127813,"No"
2202389,"No"
2193738,"No"
2864623,"No"
2874456,"No"
4788449,"No"
4847749,"No"
2903311,"No"
2813811,"No"
3834168,"No"
3711397,"No"
3788961,"No"
3147574,"No"
4927315,"No"
2900519,"No"
3967075,"No"
3923785,"No"
3307893,"No"
3344219,"No"
3085072,"No"
4907907,"No"
3647827,"No"
3515579,"No"
3584293,"No"
3864579,"No"
3730921,"No"
3277426,"No"
3402585,"No"
3859074,"No"
4843572,"No"
2914835,"No"
2949173,"No"
3934732,"No"
3649575,"No"
3850792,"No"
3152076,"No"
2910577,"No"
3521199,"No"
3158683,"No"
3451444,"No"
3082362,"No"
3906734,"No"
3957790,"No"
4007219,"No"
2185720,"No"
3878562,"No"
4905643,"No"
3955666,"No"
2261919,"No"
3450215,"No"
3893936,"No"
2157453,"No"
3600211,"No"
2962705,"No"
3228451,"No"
2867243,"No"
4860399,"No"
3065415,"No"
2251070,"No"
4813126,"No"
2099995,"No"
3463603,"No"
3830776,"No"
4962484,"No"
2243278,"No"
3478339,"No"
3410475,"No"
3121873,"No"
2080903,"No"
3359778,"No"
2837836,"No"
3186401,"No"
4927712,"No"
3196075,"No"
3397177,"No"
2893679,"No"
2857080,"No"
3620868,"No"
3883895,"No"
3534421,"No"
3077134,"No"
2251101,"No"
2273982,"No"
4847653,"No"
3830152,"No"
3130699,"No"
4009682,"No"
2909405,"No"
4813345,"No"
3624297,"No"
3416715,"No"
3279375,"No"
3696730,"No"
4829334,"No"
3549982,"No"
3874189,"No"
2823783,"No"
3763596,"No"
3252554,"No"
3667494,"No"
2871604,"No"
3775943,"No"
3934386,"No"
3151981,"No"
2085222,"No"
3496609,"No"
3062927,"No"
2906498,"No"
2311684,"No"
3810677,"No"
2865893,"No"
4807661,"No"
3005725,"No"
3070283,"No"
4752977,"No"
3849193,"No"
3549590,"No"
3802539,"No"
3280896,"No"
3269394,"No"
3103986,"No"
2929746,"No"
3212021,"No"
3901378,"No"
3526561,"No"
3840740,"No"
3918664,"No"
2141081,"No"
3929745,"No"
2829411,"No"
3942876,"No"
2888155,"No"
2969462,"No"
4805311,"No"
3171855,"No"
2264104,"No"
2102115,"No"
3109714,"No"
2943731,"No"
2966736,"No"
2823246,"No"
3177085,"No"
3930363,"No"
2945044,"No"
2849752,"No"
3464080,"No"
3774190,"No"
2087417,"No"
2307314,"No"
3373958,"No"
2849357,"No"
2940805,"No"
3504274,"No"
2132896,"No"
3217689,"No"
3980328,"No"
2817805,"No"
3778509,"No"
3200980,"No"
3680837,"No"
4821278,"No"
2807998,"No"
3764287,"No"
3469575,"No"
2893629,"No"
3307414,"No"
4844029,"No"
3838926,"No"
2172757,"No"
3178754,"No"
3507803,"No"
3353201,"No"
4770651,"No"
3979320,"No"
4901567,"No"
3497977,"No"
4926820,"No"
2887922,"No"
3432782,"No"
2282445,"No"
3882168,"No"
3351394,"No"
3896482,"No"
3310478,"No"
2240880,"No"
2293722,"No"
2901196,"No"
3341395,"No"
3547868,"No"
2966945,"No"
4800050,"No"
4879317,"No"
2165881,"No"
3067987,"No"
4921693,"No"
3629342,"No"
3788015,"No"
2182678,"No"
2194153,"No"
3984176,"No"
4852462,"No"
3534959,"No"
3802223,"No"
3612611,"No"
3854359,"No"
2266971,"No"
2847815,"No"
2988537,"No"
2833903,"No"
3923080,"No"
3173653,"No"
2081590,"No"
4916853,"No"
3310095,"No"
3311204,"No"
2873752,"No"
3415181,"No"
4802665,"No"
3771316,"No"
4784874,"No"
3408807,"No"
4819867,"No"
3345780,"No"
2100289,"No"
3073654,"No"
3227355,"No"
3219075,"No"
3619022,"No"
3686887,"No"
2088772,"No"
4959280,"No"
3932226,"No"
3169018,"No"
4885931,"No"
3445052,"No"
2180822,"No"
2304950,"No"
2076834,"No"
3712794,"No"
4941883,"No"
3631496,"No"
3304484,"No"
3313345,"No"
3739124,"No"
2284632,"No"
3894515,"No"
2846288,"No"
3710844,"No"
3048448,"No"
3380555,"No"
3308333,"No"
3681210,"No"
3421120,"No"
3414934,"No"
3116043,"No"
3138749,"No"
2863628,"No"
3450109,"No"
3475485,"No"
2935646,"No"
3852373,"No"
2080871,"No"
4970888,"No"
4915600,"No"
3459407,"No"
3878900,"No"
2962120,"No"
3800692,"No"
4812047,"No"
3158780,"No"
3154180,"No"
4776734,"No"
4971741,"No"
3714592,"No"
3469242,"No"
3212901,"No"
2852003,"No"
3553175,"No"
3135371,"No"
3247224,"No"
4753684,"No"
2158699,"No"
3964173,"No"
2841229,"No"
3541440,"No"
2133604,"No"
3092511,"No"
3159017,"No"
3633034,"No"
3789708,"No"
3946462,"No"
4951351,"No"
3094877,"No"
3206230,"No"
3675872,"No"
3048392,"No"
4964801,"No"
2834997,"No"
3147893,"No"
4752669,"No"
2216061,"No"
4965880,"No"
3558518,"No"
3007143,"No"
4925144,"No"
3577135,"No"
4970019,"No"
3216132,"No"
4946483,"No"
4802387,"No"
4920268,"No"
4787464,"No"
3889406,"No"
3351294,"No"
2136904,"No"
3063732,"No"
2998361,"No"
2224171,"No"
3454559,"No"
4967859,"No"
2193462,"No"
3252122,"No"
4782427,"No"
2143101,"No"
4974887,"No"
3380430,"No"
3113458,"No"
3466261,"No"
3268603,"No"
3503034,"No"
3546224,"No"
3130590,"No"
3136973,"No"
3769766,"No"
3203441,"No"
3124152,"No"
4980072,"No"
3513592,"No"
4009492,"No"
3080269,"No"
3661122,"No"
3070800,"No"
3307900,"No"
3235155,"No"
3335934,"No"
4902293,"No"
2311294,"No"
4795308,"No"
3337915,"No"
2294523,"No"
3751271,"No"
3967848,"No"
4853384,"No"
3442189,"No"
2811504,"No"
3598645,"No"
4763219,"No"
3024383,"No"
4855297,"No"
4788662,"No"
4816740,"No"
4763136,"No"
3436684,"No"
3842802,"No"
4879298,"No"
3432636,"No"
3122201,"No"
3135949,"No"
3478602,"No"
4893660,"No"
2096177,"No"
3645527,"No"
3113174,"No"
2931577,"No"
2906930,"No"
2873512,"No"
4851539,"No"
4751350,"No"
3435428,"No"
2962372,"No"
3847762,"No"
2170397,"No"
2836586,"No"
2847457,"No"
2153883,"No"
2920531,"No"
3283180,"No"
3163598,"No"
3772709,"No"
3100988,"No"
4840230,"No"
4943610,"No"
2205719,"No"
2258180,"No"
2119231,"No"
2804062,"No"
2998271,"No"
4875630,"No"
2090500,"No"
3520954,"No"
2076163,"No"
2801975,"No"
2095470,"No"
3176082,"No"
4788455,"No"
3858957,"No"
3907142,"No"
3942887,"No"
2237437,"No"
2925059,"No"
2822864,"No"
4816131,"No"
3931739,"No"
3059684,"No"
4920688,"No"
3173244,"No"
4769729,"No"
3083598,"No"
3040942,"No"
2205821,"No"
3246633,"No"
3539476,"No"
2170173,"No"
2232559,"No"
3421471,"No"
2982787,"No"
4802209,"No"
3255515,"No"
3749860,"No"
2959740,"No"
3709453,"No"
4931325,"No"
2969289,"No"
3183837,"No"
3024906,"No"
3714424,"No"
3239231,"No"
2835003,"No"
2927848,"No"
2120714,"No"
3434553,"No"
2919765,"No"
3872678,"No"
2847574,"No"
3761267,"No"
3187980,"No"
3922270,"No"
2283054,"No"
2987700,"No"
3977546,"No"
2200373,"No"
4790460,"No"
3504056,"No"
3163148,"No"
3903529,"No"
2239376,"No"
3797965,"No"
3136658,"No"
2103728,"No"
3011628,"No"
3678080,"No"
3991155,"No"
3719939,"No"
3884517,"No"
3390364,"No"
3843691,"No"
3392146,"No"
3959059,"No"
3035294,"No"
2205325,"No"
3620000,"No"
4858089,"No"
2177098,"No"
3553903,"No"
4913818,"No"
3631763,"No"
3318604,"No"
2129968,"No"
3560645,"No"
3627688,"No"
4838817,"No"
2993539,"No"
3161187,"No"
4855799,"No"
2105697,"No"
3829694,"No"
3592723,"No"
4844876,"No"
3731101,"No"
4951675,"No"
3841311,"No"
3694724,"No"
3454966,"No"
3549316,"No"
3470827,"No"
2910941,"No"
3403142,"No"
3557628,"No"
3603600,"No"
3023869,"No"
3009669,"No"
3941448,"No"
3577895,"No"
2111839,"No"
3360597,"No"
4960572,"No"
3030796,"No"
2866265,"No"
3528189,"No"
3851247,"No"
3950013,"No"
3010151,"No"
2205456,"No"
3958142,"No"
3115297,"No"
4896698,"No"
3435721,"No"
2888731,"No"
3540971,"No"
2917334,"No"
3518650,"No"
3426385,"No"
3389582,"No"
3912959,"No"
3626949,"No"
2974636,"No"
2842733,"No"
4927668,"No"
3050352,"No"
3241137,"No"
3873001,"No"
3599997,"No"
3141216,"No"
3066524,"No"
3660898,"No"
2199211,"No"
2985024,"No"
3695344,"No"
3238057,"No"
3022707,"No"
2126867,"No"
3933050,"No"
3816675,"No"
2198424,"No"
3933776,"No"
2918893,"No"
3673795,"No"
2183809,"No"
2884066,"No"
3033978,"No"
4890741,"No"
3864934,"No"
4928774,"No"
3001872,"No"
3624699,"No"
4758049,"No"
4943866,"No"
3582165,"No"
3105032,"No"
3139407,"No"
3763973,"No"
3152516,"No"
3701423,"No"
3382925,"No"
3952850,"No"
2305782,"No"
3215933,"No"
4937169,"No"
3605842,"No"
3212516,"No"
2125066,"No"
2190669,"No"
3081166,"No"
3978374,"No"
4764104,"No"
3328288,"No"
2239792,"No"
3110521,"No"
4917182,"No"
4846300,"No"
3016702,"No"
3924367,"No"
3758899,"No"
4855087,"No"
3257431,"No"
3932878,"No"
3326329,"No"
3113463,"No"
4955859,"No"
3632006,"No"
3614522,"No"
4845954,"No"
3538441,"No"
4916124,"No"
3467985,"No"
3746528,"No"
3282492,"No"
3633205,"No"
2879221,"No"
3380455,"No"
3908928,"No"
2115918,"No"
3539072,"No"
4781714,"No"
3092257,"No"
3788992,"No"
4883428,"No"
3911719,"No"
3332254,"No"
2281724,"No"
2961874,"No"
3199296,"No"
4844044,"No"
3875397,"No"
4966207,"No"
2096288,"No"
2894485,"No"
3690579,"No"
3038820,"No"
3439226,"No"
3065496,"No"
3372455,"No"
3072266,"No"
2297619,"No"
4747895,"No"
3411474,"No"
3954424,"No"
2898012,"No"
2251621,"No"
3841133,"No"
3746831,"No"
3893444,"No"
4927707,"No"
2198141,"No"
3480366,"No"
2933432,"No"
2271455,"No"
3817361,"No"
2107798,"No"
3505787,"No"
3990163,"No"
2244445,"No"
3199383,"No"
2918697,"No"
2217117,"No"
2237388,"No"
2176499,"No"
3583977,"No"
2869318,"No"
3323410,"No"
4930537,"No"
4785243,"No"
3925934,"No"
4781148,"No"
3899829,"No"
2939378,"No"
3082018,"No"
3616109,"No"
2174151,"No"
2302359,"No"
4772145,"No"
4790391,"No"
2279452,"No"
3967960,"No"
3341375,"No"
4749413,"No"
4805320,"No"
3155752,"No"
2879815,"No"
3784573,"No"
2224058,"No"
3972796,"No"
4794219,"No"
3530168,"No"
3831875,"No"
3946897,"No"
3197869,"No"
3444677,"No"
3058689,"No"
4870697,"No"
3778421,"No"
3779231,"No"
2851539,"No"
4790034,"No"
4008554,"No"
2166995,"No"
2074938,"No"
3293986,"No"
2224428,"No"
3603328,"No"
3754054,"No"
4880168,"No"
2312951,"No"
2940693,"No"
3733109,"No"
3388561,"No"
3138021,"No"
2092112,"No"
3441681,"No"
3141275,"No"
3928416,"No"
3801120,"No"
3518291,"No"
3200972,"No"
3300916,"No"
3826452,"No"
3368539,"No"
2871485,"No"
3732095,"No"
3464152,"No"
2861895,"No"
3668468,"No"
4848690,"No"
3641605,"No"
3860205,"No"
2866758,"No"
3039914,"No"
3413325,"No"
3161555,"No"
3887266,"No"
4814018,"No"
3439039,"No"
2857851,"No"
3202092,"No"
3943736,"No"
3100681,"No"
3859190,"No"
4954214,"No"
2312046,"No"
3327538,"No"
3175765,"No"
3034985,"No"
4876143,"No"
3518591,"No"
2868831,"No"
2180251,"No"
4837623,"No"
4775788,"No"
2917931,"No"
3508405,"No"
4809789,"No"
3059443,"No"
3094514,"No"
3620037,"No"
2857176,"No"
4863874,"No"
3768302,"No"
4763112,"No"
4972444,"No"
3356217,"No"
4809417,"No"
3418086,"No"
4899436,"No"
2880357,"No"
3019422,"No"
3264907,"No"
3499318,"No"
2134381,"No"
2950689,"No"
3007897,"No"
3431714,"No"
3069370,"No"
3226826,"No"
3464384,"No"
3618440,"No"
4000679,"No"
2179846,"No"
3666910,"No"
4962894,"No"
3903861,"No"
3498511,"No"
2858664,"No"
2904216,"No"
4837906,"No"
4783383,"No"
3135452,"No"
3050764,"No"
3543762,"No"
3539988,"No"
2162302,"No"
3649753,"No"
3863436,"No"
2315931,"No"
4773742,"No"
3300706,"No"
3902701,"No"
4934897,"No"
3305860,"No"
2828164,"No"
2254582,"No"
3245083,"No"
3107330,"No"
3469607,"No"
3853506,"No"
3187191,"No"
3640395,"No"
2983358,"No"
2999900,"No"
3579403,"No"
3147306,"No"
4836086,"No"
2859113,"No"
4951690,"No"
3551158,"No"
2881273,"No"
4001936,"No"
3129002,"No"
2154004,"No"
3694075,"No"
3990569,"No"
3832943,"No"
3876628,"No"
4931950,"No"
3892285,"No"
3855296,"No"
3592477,"No"
3622283,"No"
3628971,"No"
3234687,"No"
3864275,"No"
4797107,"No"
4839081,"No"
3631798,"No"
2298392,"No"
3940529,"No"
3716024,"No"
2186020,"No"
4910682,"No"
2302186,"No"
2289435,"No"
4849515,"No"
3680814,"No"
3353159,"No"
4980045,"No"
3373611,"No"
2081092,"No"
3755672,"No"
2834348,"No"
2984146,"No"
3139208,"No"
2928256,"No"
3169078,"No"
2267054,"No"
3466553,"No"
4853670,"No"
2110073,"No"
2276657,"No"
3453511,"No"
3051732,"No"
3236777,"No"
3597674,"No"
2194788,"No"
3332615,"No"
3485614,"No"
3914872,"No"
3713658,"No"
2247843,"No"
3328297,"No"
3532858,"No"
3108916,"No"
3774818,"No"
2871087,"No"
3988914,"No"
3462781,"No"
3258435,"No"
2116195,"No"
2151966,"No"
2936997,"No"
3939418,"No"
3908254,"No"
3651248,"No"
3202275,"No"
2201284,"No"
3398499,"No"
2925897,"No"
2213088,"No"
4788706,"No"
4756362,"No"
3266447,"No"
2915529,"No"
3055554,"No"
3106308,"No"
2245273,"No"
3969122,"No"
4803671,"No"
3886349,"No"
2975256,"No"
3181115,"No"
4744723,"No"
2176608,"No"
2091354,"No"
3676715,"No"
3508860,"No"
2855723,"No"
3896416,"No"
3930938,"No"
3374248,"No"
3342629,"No"
3874997,"No"
2914636,"No"
3271626,"No"
3888125,"No"
3073776,"No"
3894416,"No"
3204859,"No"
2077125,"No"
2141707,"No"
3396414,"No"
3208141,"No"
2176645,"No"
3858577,"No"
3759445,"No"
3541273,"No"
4774758,"No"
2818279,"No"
3737514,"No"
3470969,"No"
3385601,"No"
3710149,"No"
4750485,"No"
3482825,"No"
3121657,"No"
2269925,"No"
3823310,"No"
4781130,"No"
3688279,"No"
3204808,"No"
2094846,"No"
3764606,"No"
3298938,"No"
4932789,"No"
3371986,"No"
4884248,"No"
4870395,"No"
2276882,"No"
3507081,"No"
3401297,"No"
2107180,"No"
3548851,"No"
2092755,"No"
3986773,"No"
4811288,"No"
4921940,"No"
3717125,"No"
4916947,"No"
2136708,"No"
3631591,"No"
2214763,"No"
3906657,"No"
3297992,"No"
2164553,"No"
4888602,"No"
2845492,"No"
4932070,"No"
3488872,"No"
3401108,"No"
3508524,"No"
3759172,"No"
3265352,"No"
4853386,"No"
4910903,"No"
3029750,"No"
2287827,"No"
3881561,"No"
2893742,"No"
4778414,"No"
2090505,"No"
2284596,"No"
3962003,"No"
3534037,"No"
4965379,"No"
4888357,"No"
2907650,"No"
3328906,"No"
3257939,"No"
3413864,"No"
3957390,"No"
3117354,"No"
3333925,"No"
3304465,"No"
2961787,"No"
3937192,"No"
4787091,"No"
4901205,"No"
2805564,"No"
3138023,"No"
2157079,"No"
4911105,"No"
3360349,"No"
3891375,"No"
2281728,"No"
2805432,"No"
3419469,"No"
3659723,"No"
3769121,"No"
4892099,"No"
3866731,"No"
2971494,"No"
4977539,"No"
2210798,"No"
3004570,"No"
4880659,"No"
3036214,"No"
3161043,"No"
2188579,"No"
4769165,"No"
2197155,"No"
3611171,"No"
2116372,"No"
2102568,"No"
4965791,"No"
2815477,"No"
4962218,"No"
4005353,"No"
3295312,"No"
4831790,"No"
4938467,"No"
3806885,"No"
2103618,"No"
3000644,"No"
3158262,"No"
3173802,"No"
4777753,"No"
4790506,"No"
3643681,"No"
3101026,"No"
3429006,"No"
3054058,"No"
3169947,"No"
3750443,"No"
3909060,"No"
2283076,"No"
4883898,"No"
3295041,"No"
3594765,"No"
3811371,"No"
2172638,"No"
3065606,"No"
3000507,"No"
2203645,"No"
3425128,"No"
2907739,"No"
3022573,"No"
3217521,"No"
2190798,"No"
2968567,"No"
3233480,"No"
3176155,"No"
2991055,"No"
4957919,"No"
2100548,"No"
2076415,"No"
2960416,"No"
3725801,"No"
2196940,"No"
3423785,"No"
3130159,"No"
3382963,"No"
3964258,"No"
3929203,"No"
3948065,"No"
3361813,"No"
4870585,"No"
3050215,"No"
4868445,"No"
3295908,"No"
2809055,"No"
3738403,"No"
3385018,"No"
2854948,"No"
3825913,"No"
2157494,"No"
3662810,"No"
3402488,"No"
2260299,"No"
3711434,"No"
3745393,"No"
4808578,"No"
4908774,"No"
3493693,"No"
2992533,"No"
3732934,"No"
3003112,"No"
3822984,"No"
3643921,"No"
4806880,"No"
2948164,"No"
3210556,"No"
3619613,"No"
4818618,"No"
3348527,"No"
4824872,"No"
3896981,"No"
3730671,"No"
4000171,"No"
3573395,"No"
3900170,"No"
3376861,"No"
3596113,"No"
3102504,"No"
3119835,"No"
4749398,"No"
2261748,"No"
3923754,"No"
2933888,"No"
3610573,"No"
2120280,"No"
3283182,"No"
2912356,"No"
4969722,"No"
3171010,"No"
3011884,"No"
3873841,"No"
3187743,"No"
3057085,"No"
3652507,"No"
3096258,"No"
2893470,"No"
2118460,"No"
4921089,"No"
3796239,"No"
2262386,"No"
3494472,"No"
3016937,"No"
3532718,"No"
3756460,"No"
3550138,"No"
2862892,"No"
4894262,"No"
3400526,"No"
4947832,"No"
3541162,"No"
3979137,"No"
4980954,"No"
3476553,"No"
3998454,"No"
3290793,"No"
3919152,"No"
3198717,"No"
4914004,"No"
4952478,"No"
3313890,"No"
2900254,"No"
2997827,"No"
3062642,"No"
3291592,"No"
3482785,"No"
2842508,"No"
4934845,"No"
3908637,"No"
3992863,"No"
4881716,"No"
3005519,"No"
3520012,"No"
3058617,"No"
3365006,"No"
3403360,"No"
2905380,"No"
3903930,"No"
3369829,"No"
2969608,"No"
4799860,"No"
3778749,"No"
4922672,"No"
3716090,"No"
2172222,"No"
3608125,"No"
3025948,"No"
3852008,"No"
3174109,"No"
4933237,"No"
3614708,"No"
2816634,"No"
3397775,"No"
3647232,"No"
3585984,"No"
3748908,"No"
2938064,"No"
3269924,"No"
2869669,"No"
3610811,"No"
4751982,"No"
3836475,"No"
2918669,"No"
2311278,"No"
2233839,"No"
4852448,"No"
3974279,"No"
2810925,"No"
3636184,"No"
3937342,"No"
4755854,"No"
4852812,"No"
2908383,"No"
2078528,"No"
3713746,"No"
3423588,"No"
4902190,"No"
2290793,"No"
2885400,"No"
3904563,"No"
3555852,"No"
2284581,"No"
3555537,"No"
4780784,"No"
3412249,"No"
2252774,"No"
4982458,"No"
2168803,"No"
2290732,"No"
3033941,"No"
3350939,"No"
4876106,"No"
3375084,"No"
4841741,"No"
3623440,"No"
3698199,"No"
3231486,"No"
3006711,"No"
3654058,"No"
2809515,"No"
3783088,"No"
3931494,"No"
3436058,"No"
3638450,"No"
3352030,"No"
3077278,"No"
2998401,"No"
4981468,"No"
3796014,"No"
3330997,"No"
3308717,"No"
3296475,"No"
3853384,"No"
3582643,"No"
3269027,"No"
4857913,"No"
3339597,"No"
3254233,"No"
3978284,"No"
3918130,"No"
3149457,"No"
3397069,"No"
2216275,"No"
3815989,"No"
3027450,"No"
3833666,"No"
2159670,"No"
3326288,"No"
2880160,"No"
3293826,"No"
2166000,"No"
3928833,"No"
3241328,"No"
3755115,"No"
3133948,"No"
3586725,"No"
3853132,"No"
4931068,"No"
2819501,"No"
3379002,"No"
3313759,"No"
3953055,"No"
3597302,"No"
3722857,"No"
3070959,"No"
3272665,"No"
3291145,"No"
2231227,"No"
4954644,"No"
3195602,"No"
3662542,"No"
2866977,"No"
3864837,"No"
3058734,"No"
3492002,"No"
2255908,"No"
2821792,"No"
3024109,"No"
3482570,"No"
3010670,"No"
3642408,"No"
3661301,"No"
3245715,"No"
3898673,"No"
2187133,"No"
2112862,"No"
3110802,"No"
3556543,"No"
3408768,"No"
3272704,"No"
3759966,"No"
3596186,"No"
4835504,"No"
4755156,"No"
2880537,"No"
4919409,"No"
3356683,"No"
3237291,"No"
4844420,"No"
4928158,"No"
3276175,"No"
3741302,"No"
3865570,"No"
3196796,"No"
2806028,"No"
3939517,"No"
3765292,"No"
3219083,"No"
2917021,"No"
3538737,"No"
3252809,"No"
3135541,"No"
4961910,"No"
2224869,"No"
3580849,"No"
3651721,"No"
3745539,"No"
3501295,"No"
3580765,"No"
3724659,"No"
3224326,"No"
2175718,"No"
3325289,"No"
4897568,"No"
3901080,"No"
3092817,"No"
3830761,"No"
3840474,"No"
2941007,"No"
3062768,"No"
3284532,"No"
3015926,"No"
2258713,"No"
2832192,"No"
2150758,"No"
3559257,"No"
3969151,"No"
3931358,"No"
3833623,"No"
2981112,"No"
