,sku,went_on_backorder
23640,3034494,Yes
23641,2147281,No
23642,2271765,Yes
23643,3982227,No
23644,3333100,No
23645,2955760,No
23646,3910443,No
23647,3308660,Yes
23648,2310297,Yes
23649,3585182,No
23650,3115655,No
23651,3679665,No
23652,2870730,Yes
23653,3928045,No
23654,3929879,No
23655,4843698,No
23656,3165957,No
23657,2943323,No
23658,3977791,No
23659,2164997,No
23660,3334166,No
23661,3489145,Yes
23662,3612672,Yes
23663,3896304,No
23664,3539720,No
23665,4800542,No
23666,3439035,No
23667,4748485,No
23668,2150469,No
23669,3405101,No
23670,3520835,No
23671,3811218,No
23672,3974798,No
23673,2842849,No
23674,3950356,No
23675,2986383,No
23676,3164481,No
23677,3850517,No
23678,2877371,No
23679,3121552,No
23680,3340224,No
23681,3305525,No
23682,3663721,No
23683,2960755,No
23684,3061899,No
23685,4883580,Yes
23686,3263925,No
23687,4776223,No
23688,3800176,No
23689,3780605,No
23690,3322599,No
23691,4754249,No
23692,2912378,No
23693,3533172,No
23694,3611311,No
23695,3573259,No
23696,3048412,No
23697,3451524,No
23698,2288545,No
23699,4850839,No
23700,4840172,No
23701,3561944,No
23702,3215486,Yes
23703,3566406,No
23704,3323261,No
23705,4970350,No
23706,3215698,No
23707,3310909,No
23708,4837185,No
23709,2989629,No
23710,3259654,No
23711,3221312,No
23712,3466770,No
23713,2079703,No
23714,2933001,No
23715,3202087,No
23716,3010357,No
23717,3317017,No
23718,2835827,No
23719,4772987,No
23720,3073214,No
23721,3530280,No
23722,3652309,No
23723,4948266,No
23724,3512377,No
23725,4768536,No
23726,3799973,No
23727,3441797,No
23728,3990196,No
23729,3455583,No
23730,4802402,No
23731,3395742,No
23732,3600501,No
23733,3510868,No
23734,3761361,No
23735,3242528,Yes
23736,4818099,No
23737,4778247,No
23738,2165029,No
23739,2284050,No
23740,4794550,No
23741,3142465,No
23742,2228963,No
23743,2878374,No
23744,3569594,No
23745,3455800,No
23746,3765383,No
23747,4761632,No
23748,3463385,No
23749,4952230,No
23750,4826318,No
23751,3739378,No
23752,3510802,No
23753,3045982,No
23754,3810033,No
23755,3987153,No
23756,4773697,No
23757,4928206,No
23758,3915456,No
23759,2100093,No
23760,2092473,No
23761,3290707,No
23762,2866375,No
23763,3926032,No
23764,3773116,No
23765,2866188,No
23766,2081617,No
23767,2292840,No
23768,3606721,No
23769,3441813,No
23770,3173883,No
23771,2204910,No
23772,3864524,No
23773,3114848,Yes
23774,3935128,No
23775,3882976,No
23776,2915642,No
23777,2985593,No
23778,3538228,No
23779,3180442,No
23780,3238071,No
23781,4933427,No
23782,3209168,No
23783,3140410,No
23784,2162454,No
23785,3599431,No
23786,3589571,No
23787,4859023,No
23788,4777511,No
23789,2115147,No
23790,3044941,No
23791,3589252,No
23792,2216420,No
23793,4760163,No
23794,3210782,No
23795,3936807,No
23796,3488716,No
23797,2209413,No
23798,3060598,No
23799,2845407,No
23800,2281292,No
23801,4954312,No
23802,2847956,No
23803,2179360,No
23804,4871502,No
23805,2963504,No
23806,3730965,No
23807,3365133,No
23808,2936657,No
23809,2915818,No
23810,2256678,No
23811,3914315,No
23812,3417004,No
23813,3393735,No
23814,4831662,No
23815,2141974,No
23816,2862560,No
23817,3024591,No
23818,4810970,No
23819,3899861,No
23820,3156263,No
23821,2947721,No
23822,3123320,No
23823,3351746,No
23824,3672029,No
23825,3306881,No
23826,3157615,No
23827,2074816,Yes
23828,3494979,No
23829,2121019,No
23830,2925781,No
23831,3228469,No
23832,3589202,No
23833,2967017,No
23834,3306652,No
23835,2078786,Yes
23836,2111807,No
23837,2290109,No
23838,2215780,No
23839,2082393,No
23840,2927727,No
23841,3873601,No
23842,2847289,No
23843,3387394,Yes
23844,3261179,No
23845,2875372,No
23846,2280039,No
23847,3348926,No
23848,3528672,No
23849,3289748,No
23850,4947170,No
23851,2238239,No
23852,2915466,No
23853,4969899,No
23854,4945246,No
23855,3845145,No
23856,3087899,Yes
23857,2308189,No
23858,2816070,No
23859,3885860,No
23860,2824026,No
23861,2900389,No
23862,4906515,No
23863,4008756,No
23864,3365043,No
23865,3374780,No
23866,3283566,No
23867,4951794,No
23868,2289946,No
23869,3640487,No
23870,3702153,No
23871,2225811,No
23872,3913310,No
23873,2851667,No
23874,4811921,No
23875,3613876,No
23876,4889659,No
23877,3331854,No
23878,4890943,No
23879,2969499,No
23880,3470353,Yes
23881,2277049,No
23882,2893306,No
23883,3379859,No
23884,3025434,No
23885,2243105,No
23886,2101201,No
23887,2807843,Yes
23888,2977025,Yes
23889,2187172,Yes
23890,3641359,No
23891,3922526,No
23892,3889730,No
23893,3702653,No
23894,2911699,No
23895,3226326,No
23896,3006382,No
23897,3517682,No
23898,3594305,No
23899,4007604,No
23900,2804737,No
23901,3740528,No
23902,2130231,No
23903,3616832,No
23904,4750119,No
23905,2933427,No
23906,3672971,No
23907,3914579,Yes
23908,3526880,No
23909,2821155,No
23910,4847037,No
23911,2808796,No
23912,2266553,Yes
23913,3416850,No
23914,3111861,No
23915,2306047,No
23916,3344899,No
23917,2315212,No
23918,2854573,No
23919,2259303,Yes
23920,3931381,No
23921,2227011,No
23922,2920207,No
23923,3945582,No
23924,2139676,No
23925,3692717,No
23926,2296372,No
23927,2966871,No
23928,2296248,No
23929,2932208,No
23930,2147046,No
23931,4895473,No
23932,3126000,No
23933,3380247,No
23934,3875279,No
23935,3128564,No
23936,2982557,No
23937,2117439,No
23938,3683364,No
23939,4776528,No
23940,2216288,Yes
23941,4872462,No
23942,3417583,No
23943,3482814,No
23944,4856668,No
23945,2096507,No
23946,3125782,No
23947,3925874,No
23948,3927485,No
23949,2138252,Yes
23950,3612964,No
23951,4867025,No
23952,3458671,No
23953,3417741,Yes
23954,3842597,No
23955,3581689,No
23956,3370344,Yes
23957,3124362,No
23958,2164650,No
23959,3196402,No
23960,3421572,No
23961,2106916,No
23962,2292972,No
23963,3360839,No
23964,2252050,No
23965,3810083,No
23966,3861066,No
23967,2970121,No
23968,3587123,No
23969,3488263,No
23970,3642234,No
23971,3037840,No
23972,2863161,No
23973,2296643,No
23974,3971067,No
23975,3346879,No
23976,4799074,No
23977,3649228,No
23978,2926925,No
23979,4930833,No
23980,3696567,No
23981,3788930,No
23982,2998751,No
23983,4926744,No
23984,4751947,No
23985,3873471,No
23986,3001762,No
23987,3136947,No
23988,3569889,Yes
23989,3588392,No
23990,3330090,No
23991,3060180,No
23992,3324014,No
23993,3654677,No
23994,3757458,No
23995,3947434,No
23996,3665939,No
23997,3864052,No
23998,2894792,Yes
23999,3651201,No
24000,3509467,No
24001,3809509,No
24002,2179662,No
24003,2817028,No
24004,3449666,Yes
24005,3716374,No
24006,2196525,No
24007,4896920,No
24008,2290777,No
24009,4957662,No
24010,3786272,No
24011,4850881,Yes
24012,2296788,No
24013,2802031,No
24014,3029487,No
24015,2117999,No
24016,3628108,No
24017,3223001,No
24018,3135781,No
24019,3795985,No
24020,3148704,No
24021,3609594,No
24022,4923370,No
24023,4977892,Yes
24024,4952983,No
24025,2165229,No
24026,3018369,Yes
24027,3690168,No
24028,3004286,No
24029,4850669,No
24030,3697681,No
24031,2254929,No
24032,3073962,No
24033,2828730,No
24034,4935850,No
24035,2804720,No
24036,3193637,No
24037,3032462,No
24038,3601385,No
24039,3113777,Yes
24040,4817855,No
24041,2832230,No
24042,2877301,No
24043,4819553,No
24044,3405262,No
24045,3218275,Yes
24046,2943186,No
24047,3630110,No
24048,3819472,Yes
24049,2288569,No
24050,2966371,No
24051,3059345,No
24052,3053138,No
24053,3878208,No
24054,4873551,No
24055,2135524,No
24056,2867772,No
24057,2273042,No
24058,3717680,No
24059,3766246,No
24060,4000478,No
24061,3046324,No
24062,3123812,No
24063,2210888,No
24064,3057259,No
24065,3171285,Yes
24066,2274361,No
24067,4820646,No
24068,3115579,No
24069,2275670,No
24070,3453500,No
24071,4943526,No
24072,3777594,No
24073,3707692,No
24074,3612006,No
24075,3751147,No
24076,2134551,No
24077,3339716,No
24078,3189792,No
24079,2981538,No
24080,3573887,No
24081,2898531,No
24082,3433655,No
24083,2865916,No
24084,4965067,No
24085,2192035,Yes
24086,2236212,No
24087,4858399,No
24088,2114955,No
24089,3055046,No
24090,3667989,No
24091,2917949,No
24092,2143165,No
24093,3719281,No
24094,2092736,No
24095,3476008,No
24096,3827730,Yes
24097,3288688,Yes
24098,2904660,No
24099,2904411,No
24100,2123876,No
24101,3788224,Yes
24102,4946165,No
24103,4964760,No
24104,3427672,No
24105,2976682,No
24106,2169126,No
24107,4857335,No
24108,3286092,No
24109,3017344,No
24110,3354819,Yes
24111,2825291,No
24112,4969945,No
24113,3853479,No
24114,2258761,No
24115,3442678,Yes
24116,2839570,Yes
24117,3908592,Yes
24118,3214481,No
24119,3341879,No
24120,3871589,No
24121,3171376,No
24122,2816460,Yes
24123,3704985,No
24124,3435287,No
24125,2876218,No
24126,4760226,No
24127,3252696,No
24128,4812042,No
24129,3542025,No
24130,2988550,No
24131,2132662,Yes
24132,3855541,No
24133,4886361,No
24134,3633120,No
24135,3465415,No
24136,3977483,No
24137,3185100,No
24138,3330097,No
24139,3001790,Yes
24140,3207547,No
24141,3921435,Yes
24142,2927094,No
24143,2104763,No
24144,4845779,No
24145,3050525,No
24146,4776822,No
24147,2896439,No
24148,3941996,No
24149,2947811,No
24150,3552325,No
24151,3426908,No
24152,3831859,No
24153,3234574,No
24154,3631087,No
24155,3481873,No
24156,3607228,No
24157,3182973,No
24158,3728406,No
24159,3531343,No
24160,4775704,No
24161,3809714,No
24162,3499026,No
24163,3441075,No
24164,2291769,No
24165,3655644,No
24166,3901159,No
24167,2895416,No
24168,2307646,No
24169,3473420,No
24170,2960236,No
24171,2301658,No
24172,3797457,No
24173,2860173,No
24174,2102124,No
24175,4748058,No
24176,3954254,No
24177,3041703,No
24178,3771517,No
24179,2896102,No
24180,2203036,No
24181,3761347,No
24182,3608318,No
24183,3419653,No
24184,3222005,No
24185,3768736,No
24186,2114976,Yes
24187,3258066,Yes
24188,3307745,No
24189,3322776,Yes
24190,2868377,No
24191,3137643,No
24192,3713527,No
24193,4956114,No
24194,4978436,No
24195,3692339,No
24196,3225045,No
24197,2133462,No
24198,2812140,No
24199,4933806,No
24200,2926608,No
24201,4845112,No
24202,4901066,No
24203,3591631,Yes
24204,2978076,No
24205,3165543,No
24206,3262164,No
24207,3351135,No
24208,3762818,Yes
24209,3553894,No
24210,3668055,No
24211,2983536,No
24212,3289272,No
24213,3491396,No
24214,4973067,No
24215,3472628,Yes
24216,4767798,No
24217,3289258,No
24218,4821497,No
24219,3358365,No
24220,2124850,No
24221,3531959,No
24222,2949029,No
24223,2193035,No
24224,3240676,No
24225,2232316,No
24226,2940190,No
24227,2832983,No
24228,3656029,No
24229,2969120,No
24230,2970777,No
24231,3988396,No
24232,3183477,No
24233,2971290,No
24234,4845814,Yes
24235,4903146,No
24236,3270823,No
24237,3952093,No
24238,3658701,No
24239,3412930,No
24240,2252734,Yes
24241,3910933,No
24242,3341399,No
24243,3229262,No
24244,2153205,No
24245,4938177,No
24246,3122975,No
24247,3972393,No
24248,2819708,No
24249,3399813,No
24250,4982099,No
24251,3197309,Yes
24252,4827316,Yes
24253,2081217,No
24254,3456441,No
24255,3500964,No
24256,4944556,No
24257,2096095,No
24258,4875827,No
24259,3777882,No
24260,2146575,No
24261,4812318,No
24262,2947494,No
24263,3451450,No
24264,3258967,Yes
24265,3802279,No
24266,3004858,No
24267,2232324,No
24268,3842050,No
24269,3617218,No
24270,3097735,No
24271,2244701,No
24272,3336128,No
24273,3647040,No
24274,2974022,Yes
24275,2078780,No
24276,3366606,No
24277,3941473,No
24278,3385359,No
24279,2852733,No
24280,2275848,No
24281,3857335,No
24282,3521856,No
24283,2193127,No
24284,3869386,No
24285,2948019,No
24286,3544039,Yes
24287,3801934,No
24288,2278064,No
24289,3531651,Yes
24290,3336364,No
24291,4829239,No
24292,2891724,No
24293,2963360,No
24294,2096404,Yes
24295,2935882,No
24296,2966206,No
24297,3735213,No
24298,3678377,No
24299,3169783,No
24300,3399053,No
24301,4771823,No
24302,2803622,No
24303,3161236,No
24304,3280530,Yes
24305,3656745,No
24306,2140695,Yes
24307,3884611,No
24308,3779995,No
24309,3943479,No
24310,4812672,No
24311,3725461,No
24312,4769312,No
24313,3666131,Yes
24314,3725863,No
24315,2085857,No
24316,3621657,No
24317,2863912,No
24318,3788261,No
24319,2098112,No
24320,3392652,No
24321,2180004,No
24322,3582588,Yes
24323,4765880,No
24324,2129452,No
24325,3215238,No
24326,3489937,No
24327,4861343,No
24328,3759715,No
24329,3641543,Yes
24330,3814881,No
24331,3403535,No
24332,4922408,No
24333,3574278,Yes
24334,3863712,No
24335,2959746,Yes
24336,3833983,No
24337,2135036,No
24338,2976917,Yes
24339,3069593,No
24340,4978840,No
24341,3836346,No
24342,2911986,No
24343,3044160,No
24344,2126975,No
24345,2117773,No
24346,3903279,No
24347,4877973,No
24348,2308457,No
24349,3233995,Yes
24350,3739148,No
24351,2951629,No
24352,3621391,No
24353,4920397,No
24354,3200071,No
24355,3967152,No
24356,3304886,Yes
24357,3187145,No
24358,3556853,No
24359,4792116,No
24360,3010951,No
24361,4832871,No
24362,3439409,No
24363,3790564,No
24364,3403199,No
24365,3460721,No
24366,3055146,No
24367,3090567,No
24368,3033692,No
24369,2181131,No
24370,2855834,No
24371,3023010,No
24372,2960566,No
24373,4830211,No
24374,4000670,No
24375,2114429,No
24376,3921824,No
24377,3530531,No
24378,3996616,No
24379,3074576,No
24380,2220886,No
24381,3585549,No
24382,2314939,No
24383,3694115,No
24384,3660298,No
24385,3385480,No
24386,2080046,No
24387,3407818,No
24388,3900773,No
24389,2171843,No
24390,2158357,No
24391,4820113,No
24392,2917434,No
24393,3341239,No
24394,3727917,No
24395,4920629,No
24396,2272798,No
24397,3965335,No
24398,4810948,Yes
24399,3883149,Yes
24400,3574367,No
24401,3764728,Yes
24402,3476128,Yes
24403,2865423,No
24404,3722848,No
24405,3577350,No
24406,2248459,No
24407,3167254,No
24408,2873740,No
24409,3826143,No
24410,3042958,No
24411,3982138,No
24412,3503232,No
24413,4893808,No
24414,3380549,No
24415,3901048,No
24416,3864406,No
24417,4888819,No
24418,3500735,No
24419,3246406,No
24420,3681809,No
24421,4748183,No
24422,3391358,No
24423,2273239,Yes
24424,2987465,No
24425,3941697,No
24426,2827885,No
24427,3196152,No
24428,4008343,No
24429,3755934,No
24430,2157005,Yes
24431,2181360,No
24432,3561296,No
24433,3071382,No
24434,3756096,No
24435,4984753,No
24436,3223056,No
24437,2949221,No
24438,3649627,No
24439,3549049,Yes
24440,3597850,No
24441,3397000,No
24442,3167804,No
24443,4796641,No
24444,3218561,Yes
24445,2080354,No
24446,3660830,No
24447,3628372,No
24448,4971004,No
24449,2945436,No
24450,2236246,No
24451,2172046,No
24452,3152537,No
24453,2258709,No
24454,3186903,No
24455,3771126,No
24456,3666709,No
24457,3890188,Yes
24458,3317431,No
24459,3002608,No
24460,2249863,No
24461,2969204,No
24462,4775203,No
24463,2969476,No
24464,4823427,No
24465,3500633,No
24466,3327118,No
24467,3012330,No
24468,3885445,No
24469,3445911,No
24470,3875183,No
24471,3551324,No
24472,4849783,No
24473,3798906,No
24474,2870905,No
24475,3074666,No
24476,4985570,No
24477,2247861,No
24478,3146863,No
24479,3698155,No
24480,2254373,Yes
24481,2284962,No
24482,3863038,No
24483,3090094,No
24484,3536315,No
24485,3347117,Yes
24486,3226242,No
24487,3187388,No
24488,3503551,No
24489,4747504,No
24490,3523197,No
24491,4959178,Yes
24492,3126874,No
24493,3525420,No
24494,2942447,No
24495,3580625,No
24496,3091101,No
24497,3492764,No
24498,2824774,Yes
24499,3408167,No
24500,2265484,Yes
24501,3753730,No
24502,3494047,No
24503,3878180,Yes
24504,3175335,No
24505,2881397,No
24506,3538318,Yes
24507,2224394,No
24508,2276502,No
24509,3020065,No
24510,3231440,Yes
24511,2192543,No
24512,2839611,No
24513,4810006,No
24514,3495221,Yes
24515,2230825,No
24516,3740271,No
24517,3933500,No
24518,4902079,No
24519,3411434,No
24520,2235560,No
24521,3674029,No
24522,3105752,No
24523,3750198,No
24524,4834224,No
24525,3924585,No
24526,3377113,No
24527,3636509,No
24528,3285945,No
24529,3323955,No
24530,3969973,Yes
24531,3202499,No
24532,4815728,No
24533,3855202,No
24534,3404747,No
24535,4964893,No
24536,3627433,No
24537,2954910,No
24538,2942168,No
24539,2091075,No
24540,2266736,No
24541,4752355,No
24542,3795091,No
24543,3713647,No
24544,4870250,No
24545,3144721,Yes
24546,2230877,Yes
24547,4885540,No
24548,3667891,No
24549,3036439,No
24550,3687229,No
24551,4906563,No
24552,3139328,No
24553,3317496,No
24554,3195750,No
24555,2126748,No
24556,3510366,No
24557,4946959,No
24558,2085142,No
24559,2909265,No
24560,4842515,No
24561,3544353,Yes
24562,3440849,Yes
24563,4787540,No
24564,4788981,Yes
24565,3825880,Yes
24566,2950574,No
24567,4863588,Yes
24568,3672780,No
24569,4951191,Yes
24570,3818158,No
24571,4840938,No
24572,3938003,No
24573,3501534,Yes
24574,3092657,No
24575,3050074,No
24576,3140422,No
24577,3278583,No
24578,4869785,No
24579,3543945,No
24580,4931818,No
24581,3107214,No
24582,4795628,No
24583,3381024,No
24584,2953226,No
24585,3985446,No
24586,3188866,No
24587,3217700,No
24588,3498236,No
24589,2303935,No
24590,3668622,No
24591,3281214,No
24592,3114348,No
24593,3503889,No
24594,3680545,No
24595,3990981,No
24596,2203640,Yes
24597,3694097,No
24598,3913236,No
24599,3678152,No
24600,3618827,No
24601,3540681,No
24602,3896009,No
24603,4872301,No
24604,2284810,No
24605,2263587,No
24606,4861241,No
24607,2253644,No
24608,3854713,No
24609,3746381,No
24610,3580912,No
24611,2917264,No
24612,3117244,No
24613,3418055,No
24614,4806338,No
24615,2152569,No
24616,4833776,No
24617,2812745,No
24618,3361539,No
24619,3355653,No
24620,2973498,Yes
24621,3059015,No
24622,4907855,No
24623,4752374,No
24624,3880065,No
24625,4970433,No
24626,3848684,No
24627,3009452,No
24628,2128325,No
24629,3678006,No
24630,3858374,No
24631,2881017,No
24632,4765946,No
24633,4870110,No
24634,3060486,No
24635,3034096,No
24636,2151910,No
24637,3822491,No
24638,2872177,No
24639,2205403,No
24640,3322335,No
24641,3343984,No
24642,2275733,No
24643,2941779,No
24644,3210108,No
24645,3569901,No
24646,2157161,No
24647,3486326,No
24648,3704704,No
24649,3431200,No
24650,3398602,No
24651,2084407,No
24652,3575313,No
24653,3504867,No
24654,3997944,No
24655,4972609,No
24656,2825787,No
24657,3210045,No
24658,3152162,No
24659,2136810,No
24660,3715642,No
24661,4970135,Yes
24662,3536601,No
24663,3403468,No
24664,3677571,No
24665,3439052,No
24666,3577902,No
24667,4911378,No
24668,2923629,No
24669,3517970,No
24670,3031530,No
24671,2996750,No
24672,3255547,No
24673,4828175,No
24674,3041118,No
24675,4906837,No
24676,4880756,No
24677,3334785,No
24678,3808284,No
24679,3259169,No
24680,3522682,No
24681,3075219,No
24682,3561816,No
24683,3213502,No
24684,3890043,No
24685,3861020,No
24686,3336355,No
24687,4786972,No
24688,2823968,No
24689,2132416,No
24690,3017114,No
24691,2091763,No
24692,3486289,No
24693,2849718,No
24694,2091731,Yes
24695,3220194,No
24696,3150991,No
24697,3404421,No
24698,3511675,No
24699,2811342,No
24700,2998257,No
24701,2214928,No
24702,3073399,No
24703,4845508,No
24704,4754750,No
24705,3851639,No
24706,3743231,No
24707,3251107,No
24708,2088855,No
24709,3305461,No
24710,3036084,No
24711,2139345,No
24712,3067072,No
24713,3902133,No
24714,3806515,No
24715,3584636,No
24716,3800866,No
24717,2808613,No
24718,2189080,No
24719,2919852,No
24720,2887290,No
24721,3810690,No
24722,3365380,No
24723,2075731,No
24724,2911900,No
24725,4862261,No
24726,2152185,No
24727,3762530,No
24728,3132873,No
24729,2193549,No
24730,4966917,No
24731,4783853,No
24732,2818192,No
24733,3689608,No
24734,4878341,No
24735,3046866,No
24736,3345074,No
24737,2272016,No
24738,4959115,No
24739,3974425,No
24740,4009802,No
24741,4904637,No
24742,2985951,No
24743,2298128,No
24744,3462267,No
24745,3719711,No
24746,4758267,No
24747,3448796,No
24748,2915623,No
24749,3816766,No
24750,3568596,No
24751,4850140,No
24752,3839176,No
24753,3475193,No
24754,3562828,No
24755,2218829,No
24756,2811090,No
24757,3471579,No
24758,3735379,No
24759,3655768,No
24760,3364157,No
24761,3256276,No
24762,4984376,No
24763,2137518,No
24764,2196382,No
24765,3873369,No
24766,3714905,No
24767,3165388,No
24768,3781706,No
24769,3002740,No
24770,3517374,No
24771,2306996,No
24772,2862561,No
24773,3259646,No
24774,2957060,No
24775,3659962,No
24776,4850132,No
24777,4908848,No
24778,3272533,No
24779,3144556,No
24780,3022432,No
24781,2291263,No
24782,4820439,No
24783,4821249,No
24784,3781753,Yes
24785,2959470,No
24786,3684884,Yes
24787,3324805,No
24788,3499258,No
24789,3916236,No
24790,3381595,No
24791,3720712,No
24792,3858939,No
24793,2821163,Yes
24794,3203121,No
24795,3199565,No
24796,3447714,No
24797,3410180,Yes
24798,4855126,No
24799,3972037,No
24800,2211106,Yes
24801,3388090,No
24802,3442561,Yes
24803,3391702,No
24804,3744461,No
24805,3750500,No
24806,3246687,No
24807,4872150,No
24808,3155044,No
24809,3500298,No
24810,3602710,No
24811,3427864,No
24812,2972403,No
24813,4818898,No
24814,3611353,No
24815,3291236,No
24816,3904261,No
24817,2101633,No
24818,3023124,No
24819,4823126,No
24820,3622932,No
24821,3707598,No
24822,4959853,No
24823,4929458,No
24824,2863055,No
24825,2285301,Yes
24826,3324389,No
24827,3633243,No
24828,3594987,No
24829,3457903,No
24830,2278889,Yes
24831,3627544,No
24832,2207434,No
24833,4890508,No
24834,4865696,Yes
24835,2955923,No
24836,3920714,No
24837,3548547,No
24838,3036162,No
24839,4921548,No
24840,3149255,No
24841,2197410,No
24842,3885117,No
24843,3028569,No
24844,3609645,No
24845,3440240,No
24846,3211182,No
24847,3237113,No
24848,3817538,No
24849,3130303,No
24850,3237402,No
24851,3167503,No
24852,3469111,No
24853,2801727,No
24854,2302276,No
24855,3675662,No
24856,3712395,No
24857,3638594,No
24858,4852952,No
24859,2306674,No
24860,2841860,No
24861,3164397,No
24862,3958877,No
24863,4949203,No
24864,3202451,No
24865,2968009,No
24866,2091417,No
24867,4835305,No
24868,2914013,No
24869,3589206,No
24870,4804979,No
24871,2959987,No
24872,2214314,No
24873,2997565,No
24874,3593350,No
24875,3874179,No
24876,4941441,No
24877,3585892,No
24878,4947100,No
24879,3654120,Yes
24880,3513949,No
24881,3893344,No
24882,4773179,Yes
24883,2831593,No
24884,4886698,No
24885,3671628,Yes
24886,2096606,No
24887,3766604,No
24888,3614019,No
24889,3380048,No
24890,3293540,No
24891,2270432,No
24892,3335715,No
24893,4929578,No
24894,2104760,No
24895,3521736,No
24896,2314494,No
24897,2935051,No
24898,2094005,No
24899,2206300,No
24900,3465674,No
24901,4948582,No
24902,3111703,No
24903,3207430,No
24904,3944928,Yes
24905,2189326,Yes
24906,3290746,No
24907,3669332,No
24908,3746227,No
24909,2891211,No
24910,2920083,No
24911,3293573,No
24912,3428700,No
24913,2150841,No
24914,2197818,No
24915,2102257,No
24916,3633644,No
24917,2258788,No
24918,3096527,No
24919,3987833,Yes
24920,3535936,No
24921,2180630,No
24922,2836849,No
24923,2945288,No
24924,3572559,No
24925,2882079,No
24926,3113608,No
24927,2888198,Yes
24928,4926971,No
24929,2290833,Yes
24930,3862828,No
24931,3080169,No
24932,3829089,No
24933,2847674,No
24934,2287613,No
24935,3865475,No
24936,4862573,No
24937,3652006,No
24938,3506259,No
24939,3980283,No
24940,3011730,No
24941,3394763,No
24942,2244069,No
24943,4915328,No
24944,3307842,No
24945,3755711,No
24946,3137565,No
24947,2929969,No
24948,2812562,No
24949,2858517,Yes
24950,3129408,No
24951,4750387,No
24952,2902523,No
24953,3202245,No
24954,2924350,No
24955,3766402,No
24956,2834449,No
24957,3643540,No
24958,4882749,No
24959,2999164,No
24960,3319096,No
24961,3510428,No
24962,3962114,Yes
24963,3203291,Yes
24964,4779772,No
24965,3462681,No
24966,3296978,No
24967,2906937,No
24968,2909403,No
24969,2150815,No
24970,3934712,No
24971,4908400,No
24972,3836024,No
24973,4825327,No
24974,3499232,No
24975,3353126,No
24976,4967496,No
24977,4834037,No
24978,3305805,No
24979,3986449,No
24980,3654924,Yes
24981,3728380,No
24982,4954438,No
24983,3919860,No
24984,4870698,No
24985,3376902,No
24986,3984723,No
24987,4885014,No
24988,2097884,No
24989,3629539,No
24990,2264795,No
24991,3269588,No
24992,4795586,No
24993,2075079,No
24994,3569651,Yes
24995,3482065,Yes
24996,3890830,No
24997,4938821,No
24998,3990644,No
24999,3646153,No
25000,4745445,No
25001,3201000,No
25002,3785311,No
25003,3985664,No
25004,3043124,No
25005,2105689,No
25006,3793953,No
25007,2972309,No
25008,4826443,No
25009,3727124,No
25010,4913494,Yes
25011,4916349,No
25012,3375970,No
25013,3089015,No
25014,2192235,No
25015,3360610,No
25016,2919545,No
25017,2252519,No
25018,4935533,Yes
25019,3826419,No
25020,3980173,No
25021,3272385,No
25022,2137186,No
25023,2989150,No
25024,3111672,No
25025,3361115,No
25026,3301488,No
25027,3976920,No
25028,3334532,Yes
25029,3636401,Yes
25030,3568072,No
25031,3129585,Yes
25032,3936087,Yes
25033,4886541,No
25034,3518595,No
25035,3932880,No
25036,3089761,No
25037,3430851,No
25038,2936809,No
25039,3592708,No
25040,4889199,Yes
25041,2955839,No
25042,3513258,No
25043,3935817,No
25044,3805812,No
25045,3199490,No
25046,2128410,No
25047,3083095,No
25048,2204398,No
25049,3039525,No
25050,2839627,No
25051,2170749,No
25052,2893332,No
25053,3278190,No
25054,2892453,Yes
25055,3950638,No
25056,3189603,Yes
25057,3214794,No
25058,4767910,Yes
25059,3113807,Yes
25060,3025432,No
25061,2139172,No
25062,3264258,No
25063,3208243,No
25064,4981020,No
25065,3980060,No
25066,3441182,No
25067,3132510,No
25068,2813182,No
25069,3644887,No
25070,3551979,Yes
25071,2085261,No
25072,4774382,No
25073,2128939,No
25074,3253354,No
25075,4763396,No
25076,3327550,No
25077,2836446,No
25078,4754737,Yes
25079,2977393,No
25080,3709591,No
25081,3159139,No
25082,3398826,No
25083,2231994,No
25084,3677634,No
25085,3846860,No
25086,3849799,No
25087,2298085,No
25088,3960712,No
25089,3105811,No
25090,3598408,No
25091,3953135,No
25092,3076102,No
25093,4829696,Yes
25094,4784602,No
25095,2106989,No
25096,2082602,No
25097,2211155,No
25098,3502119,No
25099,3245251,No
25100,3452720,No
25101,4944632,No
25102,2842094,Yes
25103,3660255,No
25104,3645989,No
25105,4006791,Yes
25106,2834463,No
25107,3085349,No
25108,2969904,No
25109,2273166,No
25110,3966433,No
25111,3245164,No
25112,3290492,No
25113,2285408,No
25114,4817916,No
25115,3655223,No
25116,3573374,No
25117,3122385,Yes
25118,3983626,Yes
25119,2100674,No
25120,4821730,No
25121,2270320,No
25122,3558549,No
25123,3146186,No
25124,2966776,No
25125,3523745,No
25126,3961399,No
25127,4837449,No
25128,3071010,No
25129,4956156,Yes
25130,3865592,No
25131,3396632,No
25132,3559791,No
25133,3142581,No
25134,3178934,No
25135,2190698,No
25136,3949922,No
25137,3000207,No
25138,3650036,No
25139,3643289,No
25140,3198220,No
25141,3475504,No
25142,4007567,No
25143,3781259,Yes
25144,3263530,No
25145,3575501,No
25146,4933586,No
25147,3983960,No
25148,3015179,No
25149,2921384,No
25150,2989274,No
25151,3699834,No
25152,2950959,No
25153,3357611,No
25154,2950452,No
25155,3470875,No
25156,2093542,No
25157,3077046,No
25158,3922833,No
25159,3029131,No
25160,3671159,No
